"in.sqft","in.bathroom_spot_vent_hour","in.bedrooms","in.ceiling_fan","in.clothes_dryer","in.clothes_washer","in.clothes_washer_presence","in.cooking_range","in.cooling_setpoint","in.cooling_setpoint_has_offset","in.cooling_setpoint_offset_magnitude","in.cooling_setpoint_offset_period","in.dishwasher","in.ducts","in.federal_poverty_level","in.geometry_floor_area","in.geometry_floor_area_bin","in.geometry_foundation_type","in.geometry_garage","in.geometry_stories","in.geometry_stories_low_rise","in.geometry_wall_exterior_finish","in.geometry_wall_type","in.has_pv","in.heating_fuel","in.heating_setpoint","in.heating_setpoint_has_offset","in.heating_setpoint_offset_magnitude","in.heating_setpoint_offset_period","in.hot_water_fixtures","in.hvac_cooling_efficiency","in.hvac_cooling_partial_space_conditioning","in.hvac_cooling_type","in.hvac_has_ducts","in.hvac_has_zonal_electric_heating","in.hvac_heating_efficiency","in.hvac_heating_type","in.hvac_heating_type_and_fuel","in.income","in.income_recs_2015","in.income_recs_2020","in.infiltration","in.insulation_ceiling","in.insulation_floor","in.insulation_foundation_wall","in.insulation_rim_joist","in.insulation_roof","in.insulation_slab","in.insulation_wall","in.lighting","in.misc_extra_refrigerator","in.misc_freezer","in.misc_gas_fireplace","in.misc_gas_grill","in.misc_gas_lighting","in.misc_hot_tub_spa","in.misc_pool","in.misc_pool_heater","in.misc_pool_pump","in.misc_well_pump","in.occupants","in.orientation","in.plug_load_diversity","in.puma_metro_status","in.pv_orientation","in.pv_system_size","in.range_spot_vent_hour","in.refrigerator","in.roof_material","in.usage_level","in.vacancy_status","in.vintage","in.vintage_acs","in.water_heater_efficiency","in.water_heater_fuel","in.weather_file_city","in.window_areas","in.windows","upgrade.hvac_heating_efficiency","Dry Bulb Temperature [°C]","Relative Humidity [%]","Wind Speed [m/s]","Wind Direction [Deg]","Global Horizontal Radiation [W/m2]","Direct Normal Radiation [W/m2]","Diffuse Horizontal Radiation [W/m2]","energy_sum"
"1220","Hour4","2","Standard Efficiency","Electric, 100% Usage","Standard, 100% Usage","Yes","Electric, 100% Usage","78","No","0F","None","318 Rated kWh, 100% Usage","20% Leakage, R-4","0-100%","1000-1499","0-1499","Slab","1 Car","1","1","Vinyl, Light","Wood Frame","No","Electricity","65","No","0F","None","100% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","10000-14999","<20000","<20000","15 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-11","100% LED","EF 17.6","None","None","None","None","None","None","None","None","Typical Efficiency","1","Northwest","100%","In metro area, not/partially in principal city","None","None","Hour14","EF 17.6, 100% Usage","Composition Shingles","Medium","Occupied","1990s","1980-99","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",26.7,79.21,0,215,83,0.5,82.5,0.373
"3301","Hour4","3","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","75","Yes","2F","Day Setup -1h","None","30% Leakage, Uninsulated","200-300%","3000-3999","2500-3999","Vented Crawlspace","None","2","2","None","Brick","No","Electricity","75","Yes","6F","Day and Night -2h","200% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","25000-29999","20000-39999","20000-39999","8 ACH50","R-13","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, R-7","100% Incandescent","None","EF 12, National Average","None","None","None","Electric","None","None","None","None","1","Northeast","200%","In metro area, not/partially in principal city","None","None","Hour17","EF 17.6, 100% Usage","Composition Shingles","High","Occupied","1970s","1960-79","Electric Standard","Electricity","Beaufort Mcas","F12 B12 L12 R12","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",33.67,50.7,4.46,200,685,565,238,3.533
"3301","Hour4","3","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","75","Yes","2F","Day Setup -1h","None","30% Leakage, Uninsulated","200-300%","3000-3999","2500-3999","Vented Crawlspace","None","2","2","None","Brick","No","Electricity","75","Yes","6F","Day and Night -2h","200% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","25000-29999","20000-39999","20000-39999","8 ACH50","R-13","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, R-7","100% Incandescent","None","EF 12, National Average","None","None","None","Electric","None","None","None","None","1","Northeast","200%","In metro area, not/partially in principal city","None","None","Hour17","EF 17.6, 100% Usage","Composition Shingles","High","Occupied","1970s","1960-79","Electric Standard","Electricity","Beaufort Mcas","F12 B12 L12 R12","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",33.15,59.71,3.6,50,526,213.5,356.5,2.683
"3301","Hour4","3","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","75","Yes","2F","Day Setup -1h","None","30% Leakage, Uninsulated","200-300%","3000-3999","2500-3999","Vented Crawlspace","None","2","2","None","Brick","No","Electricity","75","Yes","6F","Day and Night -2h","200% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","25000-29999","20000-39999","20000-39999","8 ACH50","R-13","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, R-7","100% Incandescent","None","EF 12, National Average","None","None","None","Electric","None","None","None","None","1","Northeast","200%","In metro area, not/partially in principal city","None","None","Hour17","EF 17.6, 100% Usage","Composition Shingles","High","Occupied","1970s","1960-79","Electric Standard","Electricity","Beaufort Mcas","F12 B12 L12 R12","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",28.3,85.33,2.85,220,62.5,0,62.5,1.399
"328","Hour23","1","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Gas, 120% Usage","75","No","0F","None","None","20% Leakage, R-4","200-300%","0-499","0-1499","Slab","None","1","1","Vinyl, Light","Wood Frame","No","Electricity","70","Yes","3F","Day and Night +3h","200% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 15, 8.5 HSPF","Ducted Heat Pump","Electricity ASHP","25000-29999","20000-39999","20000-39999","15 ACH50","R-38","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-19","100% CFL","EF 17.6","None","None","None","None","None","Has Pool","None","1.0 HP Pump","None","1","East","200%","In metro area, not/partially in principal city","None","None","Hour19","EF 19.9, 100% Usage","Tile, Concrete","High","Occupied","1990s","1980-99","Electric Standard","Electricity","Myrtle Beach Civ","F9 B9 L9 R9","Single, Clear, Metal","MSHP, SEER 24, 13 HSPF",30.6,60.91,4.6,100,722.5,756.5,141,0.561
"328","Hour23","1","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Gas, 120% Usage","75","No","0F","None","None","20% Leakage, R-4","200-300%","0-499","0-1499","Slab","None","1","1","Vinyl, Light","Wood Frame","No","Electricity","70","Yes","3F","Day and Night +3h","200% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 15, 8.5 HSPF","Ducted Heat Pump","Electricity ASHP","25000-29999","20000-39999","20000-39999","15 ACH50","R-38","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-19","100% CFL","EF 17.6","None","None","None","None","None","Has Pool","None","1.0 HP Pump","None","1","East","200%","In metro area, not/partially in principal city","None","None","Hour19","EF 19.9, 100% Usage","Tile, Concrete","High","Occupied","1990s","1980-99","Electric Standard","Electricity","Myrtle Beach Civ","F9 B9 L9 R9","Single, Clear, Metal","MSHP, SEER 24, 13 HSPF",29.4,59.16,5.1,150,742.5,795.5,133,0.452
"328","Hour23","1","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Gas, 120% Usage","75","No","0F","None","None","20% Leakage, R-4","200-300%","0-499","0-1499","Slab","None","1","1","Vinyl, Light","Wood Frame","No","Electricity","70","Yes","3F","Day and Night +3h","200% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 15, 8.5 HSPF","Ducted Heat Pump","Electricity ASHP","25000-29999","20000-39999","20000-39999","15 ACH50","R-38","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, R-19","100% CFL","EF 17.6","None","None","None","None","None","Has Pool","None","1.0 HP Pump","None","1","East","200%","In metro area, not/partially in principal city","None","None","Hour19","EF 19.9, 100% Usage","Tile, Concrete","High","Occupied","1990s","1980-99","Electric Standard","Electricity","Myrtle Beach Civ","F9 B9 L9 R9","Single, Clear, Metal","MSHP, SEER 24, 13 HSPF",28.15,72.13,6.45,160,333,68.5,280.5,0.412
"1220","Hour3","3","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Propane, 100% Usage","75","Yes","9F","Night Setback","None","20% Leakage, Uninsulated","0-100%","1000-1499","0-1499","Vented Crawlspace","None","1","1","Brick, Medium/Dark","Wood Frame","No","Electricity","70","Yes","12F","Night +3h","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","<10000","<20000","<20000","50 ACH50","R-30","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, Uninsulated","100% Incandescent","EF 17.6","None","None","None","None","None","None","None","None","Typical Efficiency","1","Northeast","100%","Not/partially in metro area","None","None","Hour20","EF 17.6, 100% Usage","Composition Shingles","Medium","Occupied","<1940","<1940","Electric Standard","Electricity","Myrtle Beach Civ","F12 B12 L12 R12","Single, Clear, Metal","MSHP, SEER 24, 13 HSPF",28.9,69.66,5.7,110,583,370,300.5,0.742
"1220","Hour17","3","None","Electric, 80% Usage","EnergyStar, 80% Usage","Yes","Electric, 80% Usage","70","No","0F","None","None","20% Leakage, Uninsulated","150-200%","1000-1499","0-1499","Vented Crawlspace","None","1","1","Brick, Medium/Dark","Wood Frame","No","Natural Gas","75","No","0F","None","50% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 80% AFUE","Ducted Heating","Natural Gas Fuel Furnace","40000-44999","40000-59999","40000-59999","10 ACH50","R-38","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, Uninsulated","100% CFL","EF 6.7","None","None","None","None","None","None","None","None","Typical Efficiency","3","Northwest","50%","In metro area, not/partially in principal city","None","None","Hour18","EF 17.6, 100% Usage","Composition Shingles","Low","Occupied","1960s","1960-79","Electric Standard","Electricity","Charleston Muni","F9 B9 L9 R9","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",27.25,84.59,6.28,227.5,346,76,286,1.158
"1220","Hour17","3","None","Electric, 80% Usage","EnergyStar, 80% Usage","Yes","Electric, 80% Usage","70","No","0F","None","None","20% Leakage, Uninsulated","150-200%","1000-1499","0-1499","Vented Crawlspace","None","1","1","Brick, Medium/Dark","Wood Frame","No","Natural Gas","75","No","0F","None","50% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 80% AFUE","Ducted Heating","Natural Gas Fuel Furnace","40000-44999","40000-59999","40000-59999","10 ACH50","R-38","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, Uninsulated","100% CFL","EF 6.7","None","None","None","None","None","None","None","None","Typical Efficiency","3","Northwest","50%","In metro area, not/partially in principal city","None","None","Hour18","EF 17.6, 100% Usage","Composition Shingles","Low","Occupied","1960s","1960-79","Electric Standard","Electricity","Charleston Muni","F9 B9 L9 R9","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",24.43,87.61,5.47,36.67,136,2.5,134.5,0.801
"2663","Hour9","3","None","None","None","None","Electric, 120% Usage","78","No","0F","None","290 Rated kWh, 120% Usage","30% Leakage, R-6","400%+","2500-2999","2500-3999","Vented Crawlspace","2 Car","2","2","None","Concrete","No","Electricity","72","No","0F","None","200% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","70000-79999","60000-79999","60000-99999","4 ACH50","R-30","Ceiling R-13","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","CMU, 6-in Hollow, R-11","100% Incandescent","None","EF 12, National Average","None","None","None","None","None","None","None","None","2","Southwest","200%","In metro area, not/partially in principal city","None","None","Hour19","EF 17.6, 100% Usage","Metal, Dark","High","Occupied","2000s","2000-09","Electric Standard","Electricity","Myrtle Beach Civ","F6 B6 L6 R6","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",24.25,90.3,4.5,106.67,59,0,59,0.52
"2663","Hour9","3","None","None","None","None","Electric, 120% Usage","78","No","0F","None","290 Rated kWh, 120% Usage","30% Leakage, R-6","400%+","2500-2999","2500-3999","Vented Crawlspace","2 Car","2","2","None","Concrete","No","Electricity","72","No","0F","None","200% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","70000-79999","60000-79999","60000-99999","4 ACH50","R-30","Ceiling R-13","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","CMU, 6-in Hollow, R-11","100% Incandescent","None","EF 12, National Average","None","None","None","None","None","None","None","None","2","Southwest","200%","In metro area, not/partially in principal city","None","None","Hour19","EF 17.6, 100% Usage","Metal, Dark","High","Occupied","2000s","2000-09","Electric Standard","Electricity","Myrtle Beach Civ","F6 B6 L6 R6","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",28.9,69.66,5.7,110,583,370,300.5,0.865
"1690","Hour3","3","None","None","EnergyStar, 100% Usage","Yes","Electric, 100% Usage","75","No","0F","None","None","20% Leakage, R-8","400%+","1500-1999","1500-2499","Slab","2 Car","1","1","Vinyl, Light","Wood Frame","No","Electricity","72","Yes","12F","Night -5h","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 15, 8.5 HSPF","Ducted Heat Pump","Electricity ASHP","70000-79999","60000-79999","60000-99999","10 ACH50","R-19","None","None","None","Unfinished, Uninsulated","2ft R5 Under, Horizontal","Wood Stud, R-11","100% Incandescent","EF 6.7","None","None","Gas Grill","None","None","None","None","None","None","2","East","100%","In metro area, not/partially in principal city","None","None","Hour17","EF 19.9, 100% Usage","Composition Shingles","Medium","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",30,69.87,7.2,110,532.5,235,351,0.968
"2176","Hour5","4","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","70","No","0F","None","None","30% Leakage, R-8","400%+","2000-2499","1500-2499","Slab","2 Car","1","1","None","Brick","No","Electricity","76","No","0F","None","200% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","200000+","140000+","150000+","15 ACH50","R-30","None","None","None","Unfinished, Uninsulated","2ft R5 Perimeter, Vertical","Brick, 12-in, 3-wythe, R-11","100% LED","None","None","None","None","None","None","None","None","None","None","5","West","200%","In metro area, not/partially in principal city","None","None","Hour12","EF 17.6, 100% Usage","Composition Shingles","High","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F15 B15 L15 R15","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",32.2,57.68,7.2,100,728,727,161,1.501
"2176","Hour5","4","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","70","No","0F","None","None","30% Leakage, R-8","400%+","2000-2499","1500-2499","Slab","2 Car","1","1","None","Brick","No","Electricity","76","No","0F","None","200% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","200000+","140000+","150000+","15 ACH50","R-30","None","None","None","Unfinished, Uninsulated","2ft R5 Perimeter, Vertical","Brick, 12-in, 3-wythe, R-11","100% LED","None","None","None","None","None","None","None","None","None","None","5","West","200%","In metro area, not/partially in principal city","None","None","Hour12","EF 17.6, 100% Usage","Composition Shingles","High","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F15 B15 L15 R15","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",31.1,61.39,4.6,120,554.5,275,338.5,1.584
"2663","Hour10","4","Standard Efficiency","Electric, 80% Usage","Standard, 80% Usage","Yes","Electric, 80% Usage","75","Yes","5F","Day and Night Setup -4h","290 Rated kWh, 80% Usage","20% Leakage, R-8","400%+","2500-2999","2500-3999","Slab","2 Car","2","2","Stucco, Light","Wood Frame","No","Electricity","72","Yes","3F","Day and Night -5h","50% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","100000-119999","100000-119999","100000-149999","7 ACH50","R-38","None","None","None","Unfinished, Uninsulated","2ft R10 Under, Horizontal","Wood Stud, R-11","100% Incandescent","None","None","None","None","None","Gas","Has Pool","None","1.0 HP Pump","Typical Efficiency","2","West","50%","In metro area, not/partially in principal city","None","None","Hour8","EF 17.6, 100% Usage","Composition Shingles","Low","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F6 B6 L6 R6","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",25.57,90.38,0.5,210,167.5,7,162.5,0.766
"2663","Hour10","4","Standard Efficiency","Electric, 80% Usage","Standard, 80% Usage","Yes","Electric, 80% Usage","75","Yes","5F","Day and Night Setup -4h","290 Rated kWh, 80% Usage","20% Leakage, R-8","400%+","2500-2999","2500-3999","Slab","2 Car","2","2","Stucco, Light","Wood Frame","No","Electricity","72","Yes","3F","Day and Night -5h","50% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","100000-119999","100000-119999","100000-149999","7 ACH50","R-38","None","None","None","Unfinished, Uninsulated","2ft R10 Under, Horizontal","Wood Stud, R-11","100% Incandescent","None","None","None","None","None","Gas","Has Pool","None","1.0 HP Pump","Typical Efficiency","2","West","50%","In metro area, not/partially in principal city","None","None","Hour8","EF 17.6, 100% Usage","Composition Shingles","Low","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F6 B6 L6 R6","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",26.7,79.21,0,215,83,0.5,82.5,0.808
"1220","Hour21","2","Standard Efficiency","Electric, 100% Usage","Standard, 100% Usage","Yes","Gas, 100% Usage","72","No","0F","None","318 Rated kWh, 100% Usage","10% Leakage, R-8","300-400%","1000-1499","0-1499","Ambient","None","2","2","Vinyl, Light","Wood Frame","No","Electricity","70","No","0F","None","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 10, 6.2 HSPF","Ducted Heat Pump","Electricity ASHP","50000-59999","40000-59999","40000-59999","20 ACH50","R-30","Ceiling R-13","None","None","Unfinished, Uninsulated","None","Wood Stud, R-11","100% LED","EF 17.6","None","None","None","None","None","None","None","None","None","2","Northwest","100%","In metro area, not/partially in principal city","None","None","Hour18","EF 15.9, 100% Usage","Composition Shingles","Medium","Occupied","2000s","2000-09","Natural Gas Standard","Natural Gas","Beaufort Mcas","F6 B6 L6 R6","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",31.7,61.16,6.7,110,747,795.5,121,1.02
"3301","Hour8","4","Standard Efficiency","Electric, 80% Usage","EnergyStar, 80% Usage","Yes","Electric, 80% Usage","72","No","0F","None","290 Rated kWh, 80% Usage","None","0-100%","3000-3999","2500-3999","Slab","None","1","1","Brick, Medium/Dark","Wood Frame","No","Natural Gas","68","No","0F","None","50% Usage","Room AC, EER 9.8","60% Conditioned","Room AC","No","No","Fuel Boiler, 80% AFUE","Non-Ducted Heating","Natural Gas Fuel Boiler","10000-14999","<20000","<20000","20 ACH50","R-19","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, Uninsulated","100% LED","None","None","None","None","None","None","None","None","None","None","1","South","50%","In metro area, not/partially in principal city","None","None","Hour8","EF 19.9, 100% Usage","Composition Shingles","Low","Occupied","1970s","1960-79","Natural Gas Standard","Natural Gas","Charleston Muni","F9 B9 L9 R9","Double, Clear, Non-metal, Air","MSHP, SEER 29.3, 14 HSPF, Max Load",32.8,61.41,3.6,140,634,489,259.5,1.005
